Type;Year;URL;Contact;Address;Phone;Fax;Contact2
Non Profit;1992;http://www.hcci-ks.org;Housing and Credit Counseling, Inc.;Ms. Anju Mishra;2518 Ridge Ct., Ste. 207 & 208,Lawrence, KS  66046;(785) 749-4224;Fax (785) 234-0237;Ms. Anju Mishra
Non Profit;2004;http://www.independenceinc.org;Independence, Inc.;Ranita Wilks;2001 Haskell Ave.,Lawrence, KS  66046;(785) 841-0333;Fax (785) 841-1094;Ranita Wilks
Non Profit;2011;http://www.justfoodks.org;Just Food;Mr. Jeremy Farmer;1000 E 11th St.,Lawrence, KS  66046;(785) 856-7030;Fax (785) 856-7045;Mr. Jeremy Farmer
Non Profit;1997;http://www.kabc.org;Kansas Advocates for Better Care;Ms. Mitzi E. McFatrich;913 Tennessee St., Ste. 2,Lawrence, KS  66044;(785) 842-3088;Fax (785) 749-0029;Ms. Mitzi E. McFatrich
Non Profit;2013;http://www.kansasstrong.com;Kansas Strong - The KS Oil & Gas Resources Fund;Ms. J.L. White;100 S. Main St., Ste. 120,Wichita, KS  67202;(316) 771-7167;Fax (316) 425-8657;Ms. J.L. White
Non Profit;2007;http://www.lawrenceartguild.org;Lawrence Art Guild;Ms. Kristina Crawford,Ms. Amanda Monaghan;1109 Massachusetts St.,P.O. Box 1357,Lawrence, KS  66044;(785) 813-1382;Ms. Kristina Crawford,Ms. Amanda Monaghan
Non Profit;1981;http://www.lawrenceartscenter.org;Lawrence Arts Center;Ms. Susan Tate;940 New Hampshire St.,Lawrence, KS  66044;(785) 843-2787;Fax (785) 843-6629;Ms. Susan Tate
Non Profit;2009;http://futurethought.info;Lawrence Breakfast Optimist Club;Mr. Ralph Summers;P.O Box 3646,Lawrence, KS  66046;(785) 760-3568;Mr. Ralph Summers
Non Profit;2013;http://www.lawrencecreates.com;Lawrence Creates;Mr. Eric Kirkendall;714 Mississippi St.,Lawrence, KS  66044;(785) 260-0083;Mr. Eric Kirkendall
Non Profit;1997;http://www.lawrencehabitat.org;Lawrence Habitat for Humanity;Ms. Lindsey Slater,Ms. Lori Harse;720 Connecticut St.,Lawrence, KS  66044;(785) 832-0777;Fax (785) 856-3113;Ms. Lindsey Slater,Ms. Lori Harse
Non Profit;2010;;;Mr. Mike McAtee,Mr. Micky Rantz;P.O. Box 442182,Lawrence, KS  66044;Mr. Mike McAtee,Mr. Micky Rantz
Non Profit;2001;http://www.lawrenceschoolsfoundation.org;Lawrence Schools Foundation/LEAP;Mrs. Susan Esau;110 McDonald Dr.,Lawrence, KS  66044;(785) 832-5000;Fax (785) 832-5099;Mrs. Susan Esau
Non Profit;2013;http://www.lawrence-united.org;Lawrence United;Mr. Casey Meek;123 W. 8th St., Ste. 204,Lawrence, KS  66044;(785) 550-7230;Mr. Casey Meek
Non Profit;1996;http://www.ldcha.org;Lawrence-Douglas County Housing Authority;Mrs. Shannon C. Oury;1600 Haskell Ave., Apt. 187,Lawrence, KS  66044;(785) 842-8110;Fax (785) 842-9596;Mrs. Shannon C. Oury
Non Profit;1989;http://www.lecomptonkansas.com;Lecompton Historical Society;Mr. Paul M. Bahnmaier;393 N. 1900 Rd.,Lecompton, KS  66050;(785) 887-6275;Fax (785) 887-6148;Mr. Paul M. Bahnmaier
Non Profit;2014;http://www.marlaquiltsinc.com;Marla Quilts, Inc.;Ms. Marla Jackson;2001 Haskell Ave.,Lawrence, KS  66046;(785) 371-6682;Ms. Marla Jackson
Non Profit;2003;http://www.midlandhospice.org;Midland Adult Day Health Center;Ms. Beth McKenzie,Ms. Karen Weichert;319 Perry St.,Lawrence, KS  66044;(785) 842-3627;Fax (785) 842-3967;Ms. Beth McKenzie,Ms. Karen Weichert
Non Profit;2012;http://www.msmidamerica.org;National Multiple Sclerosis Society-Mid-America Chapter;Jackie Feeney;7611 State Line Rd., Ste. 100,Kansas City, MO  64114;(816) 912-0571;Fax (816) 361-2369;Jackie Feeney
Non Profit;2010;http://www.doleinstitute.org;Robert J. Dole Institute of Politics;Ms. Barbara W. Ballard;2350 Petefish Dr.,Lawrence, KS  66045;(785) 864-4900;Fax (785) 864-1414;Ms. Barbara W. Ballard
Non Profit;2011;http://www.stopgapincorporated.org;StopGap, Inc.;Ms. Justine Burton;1908 E. 19th St., #W115,Lawrence, KS  66046;(785) 331-3545;Fax (785) 331-3545;Ms. Justine Burton
Non Profit;2005;http://www.douglascountysuccessby6.org;Success By 6 Coalition of Douglas County;Mr. Rich Minder;1525 W. 6th St., Ste. A,Lawrence, KS  66044;(785) 842-8719;Fax (785) 842-1412;Mr. Rich Minder
Non Profit;1998;http://www.van-go.org;Van Go, Inc.;Ms. Lynne Green;715 New Jersey St.,P.O. Box 153,Lawrence, KS  66044;(785) 842-3797;Fax (785) 842-4628;Ms. Lynne Green
Non Profit;2013;;;Mr. Michael Siroky,Mr. Johnathan Duncan;1801 Massachusetts St.,Lawrence, KS  66044;(785) 843-2078;Mr. Michael Siroky,Mr. Johnathan Duncan
Non Profit;2013;http://www.workwelllawrence.org;WorkWell Lawrence;Susan Johnson,Ms. Carolyn Crawford;2110 Harper St.,Lawrence, KS  66046;(785) 843-7058;Fax (785) 843-6745;Susan Johnson,Ms. Carolyn Crawford
Recycled materials;2013;http://www.advantagerecycling.com;Advantage Metals Recycling;Mr. Clinton Osler,Mr. Chase Saunders;1545 N. Third St.,Lawrence, KS  66044;(913) 636-0470;Mr. Clinton Osler,Mr. Chase Saunders
Banquet facilities;2013;http://www.abejakes.com;Abe and Jake's Landing;Mr. Mike Logan,Ms. Leila Ahvarhoush;8 E. 6th St.,Lawrence, KS  66044;(785) 841-5855;Fax (785) 841-4485;Mr. Mike Logan,Ms. Leila Ahvarhoush
Banquet facilities;2013;http://www.arterraeventgallery.com;Arterra Event Gallery;Mr. Wayne McDaniel,Mr. Mike Gehrs;2161 Quail Creek Dr.,Lawrence, KS  66047;(785) 371-0990;Mr. Wayne McDaniel,Mr. Mike Gehrs
Banquet facilities;2011;http://www.famousdaves.com;Famous Dave's BBQ Restaurant;Mr. Jay Grate,Ms. Kim Grate,Mr. Sam Ahring,Ms. Staci Hooks;4931 W. 6th St., Ste. 130,Lawrence, KS  66049;(785) 830-8409;Fax (785) 830-8418;Mr. Jay Grate,Ms. Kim Grate,Mr. Sam Ahring,Ms. Staci Hooks
Banquet facilities;2001;http://www.macelis.com;Maceli's;Mr. Stephen Maceli,Ms. Lara Komosa;1031 New Hampshire St.,Lawrence, KS  66044;(785) 331-2096;Fax (785) 856-0320;Mr. Stephen Maceli,Ms. Lara Komosa
Copiers & facsimiles;2003;http://www.centuryunited.com;Century United Companies, Inc.;Mr. Mike Mann;4840 Bob Billings Pkwy.,Lawrence, KS  66049;(785) 832-0807;Fax (785) 842-1652;Mr. Mike Mann
Copiers & facsimiles;1990;http://www.tbsmoks.toshiba.com;Toshiba Business Solutions;Ms Mary Gaverth,Mr. Lyndon Jordan;1811 Wakarusa Dr., Ste. 101,Lawrence, KS  66047;(785) 842-4134;Fax (785) 842-4147;Ms Mary Gaverth,Mr. Lyndon Jordan
Managed print services (mps);1990;http://www.tbsmoks.toshiba.com;Toshiba Business Solutions;Ms Mary Gaverth,Mr. Lyndon Jordan;1811 Wakarusa Dr., Ste. 101,Lawrence, KS  66047;(785) 842-4134;Fax (785) 842-4147;Ms Mary Gaverth,Mr. Lyndon Jordan
Medical equipment;2000;http://www.criticarehhs.com;Criticare Home Health Services, Inc.;Ms. Lori L. Heasty;1006 W. 6th St.,Lawrence, KS  66044;(785) 749-4878;Fax (785) 749-4972;Ms. Lori L. Heasty
Medical equipment;2013;http://www.myjayhawkpharmacy.com;Jayhawk Pharmacy;Mrs. Nan Axcell,Mr. Erick W. Axcell;3510 Clinton Pkwy. Pl.,Lawrence, KS  66047;(785) 843-0111;Fax (785) 843-3818;Mrs. Nan Axcell,Mr. Erick W. Axcell
Medical equipment;2007;;;Mr. Rodger Henry;1112 W. 6th St. Ste. 5,Lawrence, KS  66044;(785) 842-7996;Fax (785) 842-7610;Mr. Rodger Henry
Veterinarians Animal clinics;1960;http://www.bradleyanimalhospital.com;Bradley Animal Hospital, P.A.;John S. Bradley, D.V.M.;935 E. 23rd St.,Lawrence, KS  66046;(785) 843-9533;Fax (785) 843-1606;John S. Bradley, D.V.M.
Veterinarians Animal clinics;2011;http://www.catcliniclawrence.com;Cat Clinic of Lawrence, P.A.;Jennifer O'Driscoll DVM;1701 Massachusetts St.,Lawrence, KS  66044;(785) 856-6369;Fax (785) 856-6372;Jennifer O'Driscoll DVM
Veterinarians Animal clinics;1974;http://www.cpah.biz;Clinton Parkway Animal Hospital;Gary D. Olson, D.V.M., P.A.;4340 Clinton Pkwy.,Lawrence, KS  66047;(785) 841-3131;Fax (785) 841-3160;Gary D. Olson, D.V.M., P.A.
Medical services Dermatology;2011;http://www.greatskin1.com;AesthetiCare of Lawrence, L.L.C.;H. Kathy Gaumer, M.D.;3510 Clinton Pl., Ste. 120,Lawrence, KS  66047;(785) 856-8880;Fax (785) 856-8883;H. Kathy Gaumer, M.D.
Aircraft design Software, consulting & textbooks;2011;http://www.darcorp.com;DARcorporation;Ms. MaryJo Anemaat,Dr. Willem A. J. Anemaat;1440 Wakarusa Dr., Ste. 500,Lawrence, KS  66049;(785) 832-0434;Fax (785) 832-0524;Ms. MaryJo Anemaat,Dr. Willem A. J. Anemaat
Department stores;2005;http://www.bestbuy.com;Best Buy;Mr. Robert Reed,Mr. Seth Reed;2020 W. 31st St.,Lawrence, KS  66046;(785) 843-0657;Fax (785) 312-6833;Mr. Robert Reed,Mr. Seth Reed
Department stores;2013;;;Mr. Thomas Luxem,Ms. Cindy Luxem;16 E. 8th St.,Lawrence, KS  66044;(785) 312-1121;Fax (785) 312-9905;Mr. Thomas Luxem,Ms. Cindy Luxem
Department stores;1983;http://www.walmart.com;Walmart #01-0484;Mr. Bob Catlin,Mr. John Findley,Ms. Jennifer Yocum,Mr. Tyler Balsman;3300 Iowa St.,Lawrence, KS  66046;(785) 832-8600;Fax (785) 832-1227;Mr. Bob Catlin,Mr. John Findley,Ms. Jennifer Yocum,Mr. Tyler Balsman
Department stores;2009;http://www.walmart.com;Walmart #5219;Ryan Edwards,Ms. Rheva A. Victor;550 Congressional Dr.,Lawrence, KS  66049;(785) 841-1700;Ryan Edwards,Ms. Rheva A. Victor
Department stores;1967;http://www.weaversinc.com;Weaver's, Inc.;Mr. Joe Flannery,Ms. Sue Hopkins;901 Massachusetts St.,P.O. Box 848,Lawrence, KS  66044;(785) 843-6360;Fax (785) 843-6386;Mr. Joe Flannery,Ms. Sue Hopkins
Assisted living memory care;2011;http://www.mybridgehaven.com;Bridge Haven;Sarah Randolph;1126 Hilltop,Lawrence, KS  66044;(785) 371-1106;Fax (785) 856-1077;Sarah Randolph
Assisted living memory care;2009;http://www.neuvanthouse.com;Neuvant House;Ms. Lisa Nielsen;1216 Biltmore Dr.,Lawrence, KS  66049;(785) 856-7900;Fax (785) 856-7901;Ms. Lisa Nielsen
Assisted living memory care;2010;http://www.legendseniorliving.com;The Windsor of Lawrence;Ms. Suzy Jach;3220 Peterson Rd.,Lawrence, KS  66049;(785) 832-9900;Fax (785) 832-9167;Ms. Suzy Jach
Specialty shops;2012;http://www.balloonarts.biz;Balloonarts;Ms. Tena Santaularia;925 Iowa St.,Lawrence, KS  66044;(785) 856-2004;Ms. Tena Santaularia
Specialty shops;2012;http://www.grillsandgrinders.com;Grills and Grinders;Mr. Michael Fezer,Mr. Jonathan Price;4931 W. 6th St.,Lawrence, KS  66049;(785) 856-2279;Fax (785) 856-2279;Mr. Michael Fezer,Mr. Jonathan Price
Specialty shops;2013;http://www.facebook.com/vintagechiclawrenceks.com;Vintage Chic;Ms. Sarah Kellogg,Ms. Susan Clark;1410 Kasold Dr., Ste. 19,Lawrence, KS  66049;(785) 766-5054;Ms. Sarah Kellogg,Ms. Susan Clark
Golf courses;2013;;;Mr. Richard McGhee,Ms. Chris McGhee;3000 W. Bob Billings Pkwy.,Lawrence, KS  66049;(785) 843-7456;Mr. Richard McGhee,Ms. Chris McGhee
Golf courses;2012;http://www.pbpgaming.com;Prairie Band Casino & Resort;Ms. Chele Kuhn,Mr. Steve Ortiz,Ms. Sheryl Blue;12305 150 Rd.,Mayetta, KS  66509;(785) 966-7777;Fax (785) 966-7799;Ms. Chele Kuhn,Mr. Steve Ortiz,Ms. Sheryl Blue
Appliance Retail;2013;http://www.stonebackappliance.com;Stoneback Appliance, Inc.;Mr. Andy Vigna;925 Iowa St, Ste. A,Lawrence, KS  66044;(785) 843-4170;Fax (785) 843-1021;Mr. Andy Vigna
Attorneys;1991;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Mark A. Andersen;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Mr. Mark A. Andersen
Attorneys;1977;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Calvin J. Karlin;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Mr. Calvin J. Karlin
Attorneys;1987;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Terrence J. Campbell;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Mr. Terrence J. Campbell
Attorneys;1988;http://www.barberemerson.com;Barber Emerson, L.C.;Ms. Jane M. Eldredge;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Ms. Jane M. Eldredge
Attorneys;1999;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Matthew S. Gough;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Mr. Matthew S. Gough
Attorneys;2011;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Edward H. Tully;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6000;Fax (785) 843-8405;Mr. Edward H. Tully
Attorneys;2012;http://www.barberemerson.com;Barber Emerson, L.C.;Mr. Matthew B. Todd;1211 Massachusetts St.,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Mr. Matthew B. Todd
Attorneys;2007;http://www.barberemerson.com;Barber Emerson, LC;Ms. Catherine C. Theisen;1211 Massachusetts,P.O. Box 667,Lawrence, KS  66044;(785) 843-6600;Fax (785) 843-8405;Ms. Catherine C. Theisen
Attorneys;1983;;;Mr. Dan Watkins;901 New Hampshire St., Ste. 200,Lawrence, KS  66044;(785) 843-0181;Fax (785) 749-5652;Mr. Dan Watkins
Attorneys;1997;;;Mr. Paul T. Davis;730 New Hampshire St., Ste. 210,Lawrence, KS  66044;(785) 331-0300;Fax (785) 331-0303;Mr. Paul T. Davis
Attorneys;2010;http://www.grfmslaw.com;Gay, Riordan, Fincher, Munson & Sinclair, PA;Mr. Luke Sinclair;3500 S.W. Fairlawn Rd., Ste. 210,Topeka, KS  66614;(785) 783-8323;Fax (785) 783-8327;Mr. Luke Sinclair
Attorneys;2013;;;Ms. Joan Hawkins;123 W. 8th St., Ste. 102,Lawrence, KS  66044;(785) 843-1009;Fax (785) 832-1408;Ms. Joan Hawkins
Attorneys;2008;http://www.kathy-perkins.com;Kathy Perkins, LLC;Ms. Kathy Perkins;700 Massachusetts St., Ste. 303,Lawrence, KS  66044;(785) 856-0200;Fax (888) 244-8270;Ms. Kathy Perkins
Attorneys;1976;http://www.lathropgage.com;Lathrop & Gage LLP;Mr. Thomas V. Murray;10851 Mastin Blvd.,Bldg. 82, Ste. 1000,Overland Park, KS  66210;(913) 451-5163;Fax (913) 451-0875;Mr. Thomas V. Murray
Attorneys;1974;http://www.petefishlaw.com;Petefish, Immel, Heeb & Hird, L.L.P.;Mr. John J. Immel,Ms. Cheryl Denton,Mr. Terence E. Leibold,Mr. Richard W. Hird,Mr. Thomas H. Johnson,Mr. Steven J. Koprince;842 Louisiana St.,P.O. Box 485,Lawrence, KS  66044;(785) 843-0450;Fax (785) 843-0407;Mr. John J. Immel,Ms. Cheryl Denton,Mr. Terence E. Leibold,Mr. Richard W. Hird,Mr. Thomas H. Johnson,Mr. Steven J. Koprince
Attorneys;1999;http://www.rilinglaw.com;Riling, Burkhead & Nitcher;Mr. Michael Riling;808 Massachusetts St.,P.O. Box B,Lawrence, KS  66044;(785) 841-4700;Fax (785) 843-0161;Mr. Michael Riling
Attorneys;2007;http://www.sloanlawfirm.com;Sloan Law Firm;Ms. Shaye L. Downing,Ms. Emily A. Hartz,Ms. Danielle N. Davey;900 Massachusetts St., Ste. 400,Lawrence, KS  66044;(785) 842-6311;Fax (785) 842-6312;Ms. Shaye L. Downing,Ms. Emily A. Hartz,Ms. Danielle N. Davey
Attorneys;1998;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Matthew H. Hoy;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Matthew H. Hoy
Attorneys;1999;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Bradley R. Finkeldei;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Bradley R. Finkeldei
Attorneys;2002;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mrs. Leslie M. Miller;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mrs. Leslie M. Miller
Attorneys;2003;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Christopher F. Burger;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Christopher F. Burger
Attorneys;2004;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. John Bullock;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. John Bullock
Attorneys;1980;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Webster L. Golden;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Webster L. Golden
Attorneys;1967;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Peter K. Curran;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Peter K. Curran
Attorneys;2007;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mrs. Rebecca J. Wempe;900 Massachusetts St., Ste. 500 (66044-2868),P.O. Box 189,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mrs. Rebecca J. Wempe
Attorneys;2012;http://www.stevensbrand.com;Stevens & Brand, L.L.P.;Mr. Jeffrey L. Heiman;900 Massachusetts St., Ste. 500,Lawrence, KS  66044;(785) 843-0811;Fax (785) 843-0341;Mr. Jeffrey L. Heiman
Attorneys;1995;;;Mr. Todd N. Thompson,Shon Qualseth,Bob Ramsdell;333 W. 9th St.,P.O. Box 1264,Lawrence, KS  66044;(785) 841-4554;Fax (785) 841-4499;Mr. Todd N. Thompson,Shon Qualseth,Bob Ramsdell
Attorneys;2012;http://www.trevinorockwell.com;Trevino & Rockwell, L.L.C.;David Trevino;1201 Wakarusa Dr., Ste. E200,Lawrence, KS  66049;(785) 856-8738;Fax (785) 856-1374;David Trevino
Gymnastics instruction;2012;http://www.lawrencegymnastics.com;Lawrence Gymnastics & Athletics;Ms. Carol A. McGanty;5150 Clinton Pkwy.,Lawrence, KS  66047;(785)749-1949;Fax (785) 865-5468;Ms. Carol A. McGanty
University of kansas;2010;http://www.rgs.ku.edu;Boatright, Kevin;Mr. Kevin Boatright;University of Kansas, Office of Research,2385 Irving Hill Rd.,Lawrence, KS  66045;(785) 864-7240;Mr. Kevin Boatright
University of kansas;1992;http://www.kuathletics.com;Kansas Athletics, Inc.;Mr. Bill Self,Mr. John Hadl,Mr. Larry Keating,Mr. Sean Lester,Mr. Jim Marchiony,Ms. Bonnie Henrickson,Ms Debbie Van Saun,Mr. Sheahon Zenger,Mr. Pat Kaufman,Ms. Susan Wachter;Allen Fieldhouse,1651 Naismith Dr.,Lawrence, KS  66045;(785) 864-3143;Fax (785) 864-5035;Mr. Bill Self,Mr. John Hadl,Mr. Larry Keating,Mr. Sean Lester,Mr. Jim Marchiony,Ms. Bonnie Henrickson,Ms Debbie Van Saun,Mr. Sheahon Zenger,Mr. Pat Kaufman,Ms. Susan Wachter
University of kansas;2000;http://kpr.ku.edu;Kansas Public Radio;Mr. George Norton,Ms. Sheri Hamilton,Mr. Phil Wilke;1120 W. 11th St.,Lawrence, KS  66044;(785) 864-5968;Fax (785) 864-5278;Mr. George Norton,Ms. Sheri Hamilton,Mr. Phil Wilke
University of kansas;1974;http://www.kuendowment.org;Kansas University Endowment Association;Mr. Dale Seuferling,Mr. Jerome Davies,Monte Soukup,Jim Mechler,Mr. Bryan Steiner;1891 Constant Ave.,Lawrence, KS  66047;(785) 832-7400;Fax (785) 832-7496;Mr. Dale Seuferling,Mr. Jerome Davies,Monte Soukup,Jim Mechler,Mr. Bryan Steiner
University of kansas;1983;http://www.kualumni.org;KU Alumni Association;Mr. Kevin J. Corbett;1266 Oread Ave.,Lawrence, KS  66045;(785) 864-4760;Fax (785) 864-5397;Mr. Kevin J. Corbett
University of kansas;1965;http://www.union.ku.edu;KU Memorial Unions;Mr. Mike Reid;1301 Jayhawk Blvd.,Lawrence, KS  66045;(785) 864-4651;Fax (785) 864-5030;Mr. Mike Reid
University of kansas;1991;http://www.provost.ku.edu;KU Provost Office;Dr. Jeffrey S. Vitter;Strong Hall,1450 Jayhawk Blvd., Rm. 250,Lawrence, KS  66045;(785) 864-4904;Fax (785) 864-4463;Dr. Jeffrey S. Vitter
University of kansas;2003;http://www.business.ku.edu;KU School of Business;Ms. Neeli Bendapudi;1300 Sunnyside Ave., Rm. 203,Lawrence, KS  66045;(785) 864-7575;Fax (785) 864-5369;Ms. Neeli Bendapudi
University of kansas;1986;http://www.kusbdc.net;KU Small Business Development Center;Mr. William Katz;University of Kansas,646 Vermont St., Ste. 200,Lawrence, KS  66044;(785) 843-8844;Fax (785) 843-8878;Mr. William Katz
University of kansas;1981;http://www.lied.ku.edu;Lied Center of Kansas;Ms. Sue Mango,Mr. Derek Kwan;1600 Stewart Dr.,Lawrence, KS  66045;(785) 864-3469;Fax (785) 864-5031;Ms. Sue Mango,Mr. Derek Kwan
University of kansas;2007;;;Linda Lucky;1450 Jayhawk Blvd., Rm. 250,Lawrence, KS  66045;(785) 864-4921;Linda Lucky
University of kansas;1999;;;4712 Carmel Ct.,Lawrence, KS  66047;(785) 842-9057
University of kansas;2007;;;KU Office of Public Affairs,1450 Jayhawk Blvd., Rm 230,Lawrence, KS  66045;(785) 864-7100;Fax (785) 864-5349
University of kansas;2010;http://www.doleinstitute.org;Robert J. Dole Institute of Politics;Ms. Barbara W. Ballard;2350 Petefish Dr.,Lawrence, KS  66045;(785) 864-4900;Fax (785) 864-1414;Ms. Barbara W. Ballard
University of kansas;2007;http://www.spencerart@ku.edu;Spencer Museum of Art;Ms. Margaret Perkins-McGuinness,Ms. Saralyn Reece Hardy;1301 Mississippi St.,Lawrence, KS  66045;(785) 864-4710;Ms. Margaret Perkins-McGuinness,Ms. Saralyn Reece Hardy
University of kansas;2009;http://www.ku.edu;University of Kansas;Chancellor Bernadette Gray-Little;1450 Jayhawk Blvd, Rm 230,Lawrence, KS  66045;(785) 864-3131;Fax (785) 864-4120;Chancellor Bernadette Gray-Little
University of kansas;1995;http://www.ku.edu;University of Kansas;Dr. Robert Hemenway;Hall Center for the Humanities,900 Sunnyside Ave., Rm. 218,Lawrence, KS  66045;(785) 864-7831;Dr. Robert Hemenway
University of kansas;2007;http://KUCareerHawk.com;University of Kansas-University Career Center;Ms. Erin Wolfram,Ms. Ann Hartley;Burge Union Rm. 110,1601 Irving Hill Rd.,Lawrence, KS  66045;(785) 864-3624;Fax (785) 864-4572;Ms. Erin Wolfram,Ms. Ann Hartley
Radio & television Sports;2007;http://www.imgcollege.com/partners/imgc-kan.html;Jayhawk Sports Marketing;Mr. Jason Booker,Mr. Michael Hiatt;123 W. 8th St., Ste. 303,Lawrence, KS  66044;(785) 312-7555;Fax (785) 312-7557;Mr. Jason Booker,Mr. Michael Hiatt
Financing services;2011;http://www.wealthmangroup.com;Dennis M. Spratt;10851 Mastin Blvd., Ste 120,Overland Park, KS  66210;(913) 649-4121;Fax (913) 648-7756
Barber shops;1988;;;Mr. Jon Amyx;824 Massachusetts St.,Lawrence, KS  66044;(785) 843-8000;Mr. Jon Amyx
Barber shops;2013;http://www.pro-cuts.com;Pro-Cuts;Mr. Charlie Dane,Ms. Debi Reed;2500 Iowa St.,Lawrence, KS  66046;(785) 841-6640;Mr. Charlie Dane,Ms. Debi Reed
Children's music classes;2011;http://www.meadowlarkmusictogether.com;Meadowlark Music Together;Ms. Karen J. Abraham;1001 Alabama St.,Lawrence, KS  66044;(785) 841-4468;Ms. Karen J. Abraham
